鄉鎮市區,土地面積平方公尺,租賃年月日,租賃層次,建物型態,單價元平方公尺
The villages and towns urban district,land shifting total area square meter,transaction year month and day,shifting level,building state,the unit price (NTD / square meter)
中山區,9.45,1110211,二層,辦公商業大樓,338
信義區,16.12,1110124,二層,公寓(5樓含以下無電梯),276
松山區,7.2,1110128,四層,公寓(5樓含以下無電梯),512
萬華區,4.16,1110211,八層,套房(1房1廳1衛),364
內湖區,38.68,1110214,一層,公寓(5樓含以下無電梯),421
大同區,6.35,1101225,六層,華廈(10層含以下有電梯),326
松山區,21.81,1110214,七層,華廈(10層含以下有電梯),499
信義區,11.25,1110115,十層,住宅大樓(11層含以上有電梯),449
松山區,6.73,1110215,十一層,住宅大樓(11層含以上有電梯),491
大安區,13.93,1110103,見其他登記事項,店面(店鋪),385
大安區,44.87,1110115,一層,華廈(10層含以下有電梯),402
信義區,25.13,1110217,一層,公寓(5樓含以下無電梯),248
士林區,92.0,1110220,三層,公寓(5樓含以下無電梯),125
中正區,61.0,1110219,全,透天厝,436
內湖區,4.35,1110219,一層,店面(店鋪),628
中山區,29.57,1110221,一層,公寓(5樓含以下無電梯),536
士林區,33.02,1110217,一層,公寓(5樓含以下無電梯),319
松山區,48.36,1110117,十二層,住宅大樓(11層含以上有電梯),232
松山區,62.04,1110113,六層,辦公商業大樓,385
松山區,26.23,1110216,三層,華廈(10層含以下有電梯),285
松山區,36.0,1110128,四層,公寓(5樓含以下無電梯),363
松山區,10.83,1110217,三層,住宅大樓(11層含以上有電梯),475
中山區,12.96,1110125,十層,住宅大樓(11層含以上有電梯),380
松山區,23.39,1110117,一層,華廈(10層含以下有電梯),423
南港區,28.25,1110216,一層,店面(店鋪),483
南港區,210.35,1110224,二層,廠辦,141
南港區,12.82,1110222,十三層,住宅大樓(11層含以上有電梯),429
中山區,34.27,1110201,一層,華廈(10層含以下有電梯),255
中山區,30.91,1110209,二層,華廈(10層含以下有電梯),421
文山區,41.63,1110217,四層,公寓(5樓含以下無電梯),255
士林區,77.19,1110301,二層,華廈(10層含以下有電梯),258
士林區,72.27,1110209,二層,公寓(5樓含以下無電梯),138
士林區,130.28,1110207,五層,公寓(5樓含以下無電梯),230
信義區,34.36,1110125,三層,住宅大樓(11層含以上有電梯),303
大同區,35.43,1110225,七層,辦公商業大樓,384
內湖區,426.01,1110208,二層,辦公商業大樓,406
中山區,26.49,1110301,二層,公寓(5樓含以下無電梯),366
萬華區,20.0,1110302,見其他登記事項,公寓(5樓含以下無電梯),287
萬華區,1571.0,1110218,七層,辦公商業大樓,291
士林區,53.0,1110215,全,透天厝,809
大安區,28.56,1110126,二層,華廈(10層含以下有電梯),330
中山區,39.67,1110303,一層,住宅大樓(11層含以上有電梯),602
中山區,109.7,1100215,四層,華廈(10層含以下有電梯),451
中山區,219.72,1110301,地下一層,華廈(10層含以下有電梯),184
內湖區,3184.0,1110302,一層,公寓(5樓含以下無電梯),307
信義區,15.29,1110301,一層,店面(店鋪),626
內湖區,80.28,1110228,一層,公寓(5樓含以下無電梯),389
大安區,734.0,1110309,一層,公寓(5樓含以下無電梯),603
大安區,78.86,1110221,二層,辦公商業大樓,392
大同區,34.0,1110221,四層,公寓(5樓含以下無電梯),426
松山區,7.1,1110221,七層,辦公商業大樓,421
松山區,7.31,1110228,四層,公寓(5樓含以下無電梯),504
中山區,24.07,1110310,十二層,辦公商業大樓,404
內湖區,935.37,1110310,NA,其他,214
中山區,991.73,1110219,三層,華廈(10層含以下有電梯),275
內湖區,53.41,1110301,一層,公寓(5樓含以下無電梯),960
信義區,106.0,1110208,一層,店面(店鋪),2358
中山區,38.75,1110221,四層,公寓(5樓含以下無電梯),301
中正區,189.0,1110310,二層,華廈(10層含以下有電梯),388
松山區,24.16,1110308,九層,住宅大樓(11層含以上有電梯),229
南港區,34.46,1110316,一層,店面(店鋪),343
中山區,6.0,1110315,十層,套房(1房1廳1衛),392
中山區,27.75,1110308,一層,店面(店鋪),668
士林區,10.85,1110309,一層,公寓(5樓含以下無電梯),283
中山區,31.96,1110311,見其他登記事項,辦公商業大樓,472
內湖區,26.89,1110304,一層,公寓(5樓含以下無電梯),505
信義區,29.0,1110308,二層,公寓(5樓含以下無電梯),366
信義區,12.87,1110310,一層,公寓(5樓含以下無電梯),399
信義區,16.54,1110316,五層,華廈(10層含以下有電梯),293
士林區,28.0,1110316,見其他登記事項,華廈(10層含以下有電梯),465
大安區,8.42,1110210,九層,辦公商業大樓,416
中山區,122.49,1110311,五層,華廈(10層含以下有電梯),305
信義區,1.11,1110317,NA,其他,NA
中山區,29.5,1110323,一層,公寓(5樓含以下無電梯),464
大同區,4.73,1110321,七層,住宅大樓(11層含以上有電梯),584
大同區,12.7,1101228,七層,住宅大樓(11層含以上有電梯),600
中山區,41.4,1110323,一層,公寓(5樓含以下無電梯),349
文山區,318.59,1110308,十層,住宅大樓(11層含以上有電梯),247
文山區,318.59,1110323,十二層,住宅大樓(11層含以上有電梯),255
南港區,179.0,1110305,一層,店面(店鋪),474
信義區,13.82,1110225,一層,華廈(10層含以下有電梯),420
中山區,53.25,1110314,一層,公寓(5樓含以下無電梯),570
信義區,37.05,1110304,一層,華廈(10層含以下有電梯),273
內湖區,30.49,1110216,二十三層,住宅大樓(11層含以上有電梯),416
信義區,31.37,1110303,一層,公寓(5樓含以下無電梯),442
松山區,79.0,1110326,二層,公寓(5樓含以下無電梯),242
松山區,37.5,1110331,一層,店面(店鋪),574
內湖區,29.82,1110401,一層,公寓(5樓含以下無電梯),333
內湖區,30.58,1110401,六層,辦公商業大樓,284
中山區,26.0,1110401,一層,公寓(5樓含以下無電梯),645
中山區,59.24,1110324,五層,華廈(10層含以下有電梯),316
松山區,49.89,1110406,六層,住宅大樓(11層含以上有電梯),255
松山區,20.77,1110301,一層,華廈(10層含以下有電梯),414
中正區,274.69,1110224,五層,辦公商業大樓,292
南港區,128.27,1110322,見其他登記事項,其他,252
信義區,30.8,1110307,五層,公寓(5樓含以下無電梯),260
信義區,21.47,1110325,三層,住宅大樓(11層含以上有電梯),371
信義區,31.5,1110402,一層,公寓(5樓含以下無電梯),236
大安區,6.14,1110330,一層,住宅大樓(11層含以上有電梯),872
松山區,45.87,1110407,七層,住宅大樓(11層含以上有電梯),358
松山區,46.46,1110401,三層,住宅大樓(11層含以上有電梯),282
信義區,7.43,1110406,一層,住宅大樓(11層含以上有電梯),409
松山區,29.42,1110324,二層,華廈(10層含以下有電梯),261
信義區,15.6,1110302,二十二層,辦公商業大樓,441
中山區,21.98,1110223,見其他登記事項,店面(店鋪),768
南港區,35.76,1110410,七層,華廈(10層含以下有電梯),471
內湖區,23.25,1110412,一層,公寓(5樓含以下無電梯),328
南港區,959.2,1110411,九層,華廈(10層含以下有電梯),429
中正區,1772.0,1110410,十層,其他,675
中山區,10.96,1110411,十層,辦公商業大樓,441
士林區,57.75,1110323,四層,公寓(5樓含以下無電梯),250
松山區,18.1,1110311,四層,華廈(10層含以下有電梯),338
信義區,4258.0,1110417,十七層,住宅大樓(11層含以上有電梯),411
信義區,0.36,1110415,NA,其他,NA
中山區,5773.0,1110331,十層,辦公商業大樓,665
大安區,14.43,1110419,見其他登記事項,店面(店鋪),679
大同區,15.35,1110420,十五層,住宅大樓(11層含以上有電梯),318
南港區,12.95,1110419,七層,套房(1房1廳1衛),213
信義區,24.16,1110414,一層,店面(店鋪),367
大同區,12.91,1110301,五層,住宅大樓(11層含以上有電梯),352
中山區,67.31,1110328,十三層,辦公商業大樓,525
中山區,16.4,1110411,一層,店面(店鋪),583
中山區,14.31,1110412,十層,辦公商業大樓,510
信義區,19.84,1110412,七層,華廈(10層含以下有電梯),414
信義區,15.6,1110329,見其他登記事項,華廈(10層含以下有電梯),197
信義區,26.24,1110425,九層,住宅大樓(11層含以上有電梯),348
內湖區,53.1,1110412,四層,廠辦,109
信義區,101.99,1110329,一層,店面(店鋪),2402
大同區,47.0,1110420,四層,公寓(5樓含以下無電梯),290
中正區,449.0,1110321,地下一層,辦公商業大樓,398
中正區,449.0,1110321,地下一層,辦公商業大樓,395
中正區,4.26,1110426,見其他登記事項,住宅大樓(11層含以上有電梯),559
大安區,9.49,1110316,十二層,辦公商業大樓,382
大安區,154.0,1110501,四層,公寓(5樓含以下無電梯),303
大安區,0.97,1110428,NA,其他,NA
內湖區,31.11,1110409,五層,住宅大樓(11層含以上有電梯),301
士林區,46.99,1110428,一層,公寓(5樓含以下無電梯),409
信義區,964.2,1110429,九層,辦公商業大樓,1143
大同區,100.07,1110506,十六層,住宅大樓(11層含以上有電梯),299
松山區,30.0,1110425,一層,公寓(5樓含以下無電梯),305
北投區,1891.61,1110421,五層,住宅大樓(11層含以上有電梯),163
